Date,Vicki time,NWS time,Conditions,RH,NWS temp,PW ABQ_12Z,PW ABQ_00Z,PW EPZ_12Z,PW EPZ_00Z,1610 TE (S_no),FLIRi3 (Sky),AMES 1 (Sky),AMES 2 (Sky),1610 TE (G_no),FLIRi3 (Ground),AMES 1 (Ground),AMES 2 (Ground),comments
5/26/2020,17:15,17:15,clear sky,11.0,29.5,9.77,8.73,15.23,13.06,NaN,NaN,-16.5,-13.7,48,48.3,49.3,51.3,due to Corona virus quarantine measurement site moved to Vickis driveway
5/27/2020,17:20,17:15,clear sky,10.0,32.28,11.69,13.98,10.04,13.79,NaN,NaN,-12.4,-10,43.3,43.8,44.7,44.1,due to Corona virus quarantine measurement site moved to Vickis driveway
5/28/2020,17:22,17:15,clear sky,11.0,33.72,15.3,15.67,10.22,16.84,NaN,-36.5,-9.4,-7.7,52.3,53.4,54.3,53.2,due to Corona virus quarantine measurement site moved to Vickis driveway
5/29/2020,17:11,17:15,overcast,14.0,33.22,16.99,17.72,21.98,18.74,NaN,-25.5,-2,8.7,53,52.4,52.9,50,due to Corona virus quarantine measurement site moved to Vickis driveway
5/30/2020,18:22,18:15,overcast,13.0,32.61,19.47,19.13,18.78,17.38,-18.3,-19.9,-7,-5.3,39.4,39,39.2,39.6,due to Corona virus quarantine measurement site moved to Vickis driveway
5/31/2020,18:19,18:15,clear sky,12.0,32.5,19.78,22.07,15.07,13.3,NaN,-35.1,-9.6,-7.6,39.3,40.4,40,43.9,due to Corona virus quarantine measurement site moved to Vickis driveway
6/1/2020,11:00,10:55,clear sky,24.0,26.22,21.98,18.85,18.7,13.35,NaN,-32.8,-8.2,-6.1,39.3,41.5,41.3,40.7,due to Corona virus quarantine measurement site moved to Vickis driveway
6/2/2020,10:42,10:35,overcast,32.0,25.89,24.09,20.05,20.3,19.64,NaN,-31.9,-8.7,-6.1,35.9,37.6,37.5,37.6,due to Corona virus quarantine measurement site moved to Vickis driveway
6/3/2020,16:35,16:35,overcast,12.0,33.11,20.31,12.8,19.36,17.83,-5,-5.4,6.6,8.8,51.9,52,53.5,53.1,due to Corona virus quarantine measurement site moved to Vickis driveway
6/4/2020,10:20,10:15,clear sky,21.0,28.61,17.12,15.28,17.27,16.71,NaN,-33.5,-8.2,-5,32.3,34.6,35.6,36.4,due to Corona virus quarantine measurement site moved to Vickis driveway
6/5/2020,16:20,16:15,clear sky,8.0,38.28,11.75,15.21,16.05,22.16,NaN,-31.4,-4.2,1,59,57,57.4,57.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/6/2020,11:15,11:15,clear sky,33.0,29.22,25.79,12.95,26.88,16.17,NaN,-27.9,-3.7,-2.2,38.8,41.3,42.9,43,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/7/2020,10:55,10:55,clear sky,10.0,29.22,6.05,9.33,10.77,9.92,NaN,NaN,-13.3,-12.7,36.4,38.1,39.9,40.1,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/8/2020,19:16,19:15,clear sky,6.0,29.11,11.05,7.01,12.97,15.54,NaN,NaN,-25.3,-21.9,33.5,34,34.6,35.4,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/9/2020,16:16,16:15,clear sky,6.0,27.5,4.51,3.93,4.22,3.35,NaN,NaN,-25.2,-20.2,50.7,51,53.5,53.3,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/10/2020,10:15,10:15,clear sky,11.0,22.89,6.45,5.35,4.17,8.09,NaN,NaN,-23.2,-21.2,28,31,33.9,33.2,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/11/2020,17:11,17:15,clear sky,14.0,30.5,5.58,9.43,17.27,24.72,NaN,-27.2,-4.4,-1.9,52.8,54.1,54.1,53.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/12/2020,16:00,15:55,overcast,19.0,31.89,15.76,19.15,24.15,20.82,NaN,-4,10.8,6.9,48.4,50.1,48.3,45.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/13/2020,16:07,16:15,overcast,15.0,33.39,20.16,18.57,28.51,17.14,-9.8,-8,-6.3,-5.3,43.1,45.2,44.5,43,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/14/2020,10:47,10:55,clear sky,22.0,28.78,18.24,13.62,20.57,18.87,NaN,-32.6,-7,-5.1,35.9,37.2,38.5,39.6,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/15/2020,15:03,14:55,overcast,14.0,32.61,18.68,16.33,22.08,20.85,-8.4,-15.3,4.6,4.6,44.7,45.9,46.9,45.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/16/2020,16:22,16:15,overcast,17.0,30.78,18.66,19.47,25.0,18.82,1.2,-5.4,8.3,9.1,41.5,41.4,41.6,42,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/17/2020,15:15,15:15,clear sky,7.0,35.72,12.37,6.54,22.66,16.53,NaN,NaN,-4.5,-10.4,57.9,57.6,62,57.6,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/18/2020,17:12,17:15,clear sky,7.0,33.5,5.61,7.61,10.78,8.25,NaN,NaN,-13.4,-12.4,54.2,55,54.9,53.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/19/2020,11:22,11:15,clear sky,8.0,29.5,6.26,7.05,10.69,17.19,NaN,NaN,-18.2,-13.3,43,44.3,45.8,46.6,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/20/2020,10:42,10:35,clear sky,21.0,26.89,11.34,9.31,10.91,9.56,NaN,NaN,-15.2,-13,36.3,37.1,38.4,36.2,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/21/2020,15:21,15:15,clear sky,7.0,35.72,7.5,10.15,13.59,10.21,NaN,-38.3,-8.5,-8.4,56.1,57.2,59.5,57,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/22/2020,10:30,10:35,clear sky,12.0,31.39,9.42,12.86,NaN,13.33,NaN,NaN,-10,-7.9,36.7,37,41.2,39.8,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/23/2020,10:45,10:55,clear sky,30.0,28.72,20.23,16.34,15.58,20.21,NaN,-30.7,-5.9,-2.9,36.7,36.9,40.8,41.1,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/24/2020,15:05,15:15,overcast,15.0,32.5,18.14,16.14,23.84,21.91,6,0.5,12.7,13.4,43.5,44.6,45,45.2,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/25/2020,18:25,18:35,clear sky,11.0,34.5,17.16,12.28,23.25,11.77,NaN,-30.2,-4.6,-4.2,40.5,41.5,41.5,41.6,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/26/2020,15:35,15:35,overcast,8.0,36.22,13.01,9.34,24.87,17.72,NaN,-19.7,-1.9,-1.1,51.7,52.2,53.7,53.4,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/27/2020,15:38,15:35,overcast,9.0,33.78,10.89,7.23,22.28,19.34,1.7,-1.4,11.6,12.5,45,47.2,47.4,47.2,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/28/2020,17:28,17:35,overcast,12.0,32.28,11.97,12.8,21.97,18.79,3.9,-15.2,11.8,12.5,41.9,43.7,43.3,43.9,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/29/2020,16:32,16:35,clear sky,8.0,35.72,14.84,9.63,19.56,18.36,NaN,-37.2,-7.8,-5.9,54.6,56.1,55.8,59.8,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
6/30/2020,11:15,11:15,clear sky,14.0,27.72,8.28,7.64,23.44,15.22,NaN,NaN,-11.7,-9.4,36.7,39.2,40.8,41.7,smoke from fires in Eastern AZ and western NM overhead due to Corona virus quarantine measurement site moved to Vickis driveway
